image_id,class_name,iou,dice,pred_coverage_pct,gt_coverage_pct,elapsed_s,status
MCUCXR_0350_1,lungs,0.7377,0.8491,28.38,28.68,0.13,ok
MCUCXR_0027_0,lungs,0.7476,0.8556,17.89,22.06,0.13,ok
MCUCXR_0264_1,lungs,0.6855,0.8134,33.28,25.93,0.13,ok
MCUCXR_0058_0,lungs,0.5943,0.7455,30.94,20.34,0.13,ok
MCUCXR_0072_0,lungs,0.6281,0.7716,35.95,25.66,0.13,ok
MCUCXR_0301_1,lungs,0.612,0.7593,46.49,30.0,0.14,ok
MCUCXR_0028_0,lungs,0.5528,0.712,29.95,18.39,0.13,ok
MCUCXR_0258_1,lungs,0.2626,0.416,10.08,17.13,0.15,ok
MCUCXR_0195_1,lungs,0.5728,0.7284,38.58,23.71,0.13,ok
MCUCXR_0001_0,lungs,0.7336,0.8463,27.38,24.18,0.13,ok
MCUCXR_0228_1,lungs,0.6375,0.7787,35.54,27.34,0.13,ok
MCUCXR_0375_1,lungs,0.6362,0.7777,32.54,26.21,0.13,ok
MCUCXR_0099_0,lungs,0.7141,0.8332,42.74,33.48,0.27,ok
MCUCXR_0383_1,lungs,0.7156,0.8342,21.91,23.06,0.13,ok
MCUCXR_0399_1,lungs,0.6376,0.7787,28.81,20.62,0.13,ok
MCUCXR_0071_0,lungs,0.6685,0.8013,32.13,26.07,0.13,ok
MCUCXR_0091_0,lungs,0.6641,0.7982,34.69,27.48,0.13,ok
MCUCXR_0150_1,lungs,0.6199,0.7653,34.6,29.98,0.13,ok
MCUCXR_0117_1,lungs,0.6173,0.7634,24.72,17.53,0.13,ok
MCUCXR_0166_1,lungs,0.5839,0.7373,58.16,34.8,0.14,ok
MCUCXR_0038_0,lungs,0.723,0.8393,28.98,27.44,0.13,ok
MCUCXR_0094_0,lungs,0.7263,0.8414,23.17,22.92,0.13,ok
MCUCXR_0004_0,lungs,0.6869,0.8144,12.42,17.68,0.13,ok
MCUCXR_0101_0,lungs,0.6895,0.8162,27.71,23.17,0.13,ok
MCUCXR_0085_0,lungs,0.5433,0.7041,38.23,23.83,0.13,ok
MCUCXR_0043_0,lungs,0.7098,0.8303,14.36,19.99,0.13,ok
MCUCXR_0041_0,lungs,0.6016,0.7512,21.45,17.36,0.13,ok
MCUCXR_0017_0,lungs,0.6103,0.758,24.78,15.57,0.13,ok
MCUCXR_0011_0,lungs,0.5023,0.6687,15.55,26.19,0.13,ok
MCUCXR_0013_0,lungs,0.6381,0.7791,27.84,21.98,0.13,ok
MCUCXR_0255_1,lungs,0.6417,0.7817,40.41,33.5,0.13,ok
MCUCXR_0030_0,lungs,0.7385,0.8496,45.4,35.52,0.13,ok
MCUCXR_0040_0,lungs,0.6333,0.7755,35.59,27.72,0.13,ok
MCUCXR_0049_0,lungs,0.7182,0.836,20.95,23.31,0.13,ok
MCUCXR_0077_0,lungs,0.425,0.5965,31.66,13.45,0.13,ok
MCUCXR_0083_0,lungs,0.749,0.8565,37.96,32.65,0.13,ok
MCUCXR_0092_0,lungs,0.6433,0.783,32.33,24.46,0.13,ok
MCUCXR_0008_0,lungs,0.6075,0.7558,17.54,27.56,0.13,ok
MCUCXR_0042_0,lungs,0.5202,0.6844,26.31,14.65,0.13,ok
